Ticker,QoQ Net Profit Growth (%),QoQ Compared Quarters,YoY Net Profit Growth (%),YoY Compared Years,QoQ Revenue Growth (%),YoY Revenue Growth (%),Recovered from Harsh Condition,Error
FINCABLES,31.15,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,2.21,No,No harsh condition recovery
SBICARD,39.43,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",1.19,6.39,No,No harsh condition recovery
PRECAM,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
SUNDARMHLD,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",48.48,Not ascending,No,No harsh condition recovery
SUNCLAY,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.96,59.65,No,No harsh condition recovery
INSECTICID,Not ascending,"Sep 2024, Dec 2024",38.04,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
CESC,-180.7,"Dec 2024, Mar 2025",-64.92,"Mar 2024, Mar 2025",8.87,11.17,Yes,None
BSE,86.01,"Dec 2024, Mar 2025",351.49,"Mar 2024, Mar 2025",11.15,101.76,Yes,None
BBTC,Not ascending,"Dec 2024, Mar 2025",23.91,"Mar 2024, Mar 2025",Not ascending,6.95,No,No harsh condition recovery
GUFICBIO,Not ascending,"Sep 2024, Dec 2024",Need 2 years,N/A,1.96,Need 2 years,No,No harsh condition recovery
SOMANYCERA,50.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",19.22,2.07,No,No harsh condition recovery
HBLENGINE,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",5.54,Not ascending,No,No harsh condition recovery
PGIL,35.71,"Dec 2024, Mar 2025",39.86,"Mar 2024, Mar 2025",20.14,31.14,No,No harsh condition recovery
CARRARO,Not ascending,"Sep 2024, Dec 2024",60.71,"Mar 2023, Mar 2024",1.81,4.44,No,No harsh condition recovery
UNIMECH,Not ascending,"Sep 2024, Dec 2024",140.91,"Mar 2023, Mar 2024",Not ascending,122.34,No,No harsh condition recovery
APOLLOHOSP,Not ascending,"Sep 2024, Dec 2024",38.67,"Mar 2024, TTM",Not ascending,10.95,No,No harsh condition recovery
NH,1.14,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.49,9.27,No,No harsh condition recovery
HMAAGRO,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,4.38,No,No harsh condition recovery
J&KBANK,10.02,"Dec 2024, Mar 2025",17.56,"Mar 2024, Mar 2025",0.09,11.84,No,No harsh condition recovery
INDUSINDBK,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,6.38,No,No harsh condition recovery
AMBUJACEM,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.0,5.68,No,No harsh condition recovery
PGHH,26.96,"Sep 2024, Dec 2024",7.8,"Jun 2024, TTM",9.96,2.64,No,No harsh condition recovery
IIFL,206.1,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.06,Not ascending,No,No harsh condition recovery
ABCAPITAL,4.38,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",30.2,17.57,No,No harsh condition recovery
SCILAL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,5.88,No,No harsh condition recovery
VIDHIING,Not ascending,"Dec 2024, Mar 2025",17.14,"Mar 2024, Mar 2025",11.11,26.07,No,No harsh condition recovery
POWERINDIA,71.76,"Dec 2024, Mar 2025",110.97,"Mar 2024, Mar 2025",16.3,21.92,No,No harsh condition recovery
MANKIND,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,18.11,No,No harsh condition recovery
CENTUM,-800.0,"Dec 2024, Mar 2025",-180.0,"Mar 2024, Mar 2025",31.32,5.87,Yes,None
RPSGVENT,-14.06,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.54,20.84,No,No harsh condition recovery
AHL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No financial data tables with valid data found for ticker AHL
TALBROAUTO,14.29,"Sep 2024, Dec 2024",7.69,"Mar 2024, TTM",Not ascending,5.91,No,Did not meet improvement criteria
PRUDENT,7.32,"Dec 2024, Mar 2025",20.29,"Mar 2024, Mar 2025",Not ascending,34.14,No,No harsh condition recovery
ASTRAMICRO,67.57,"Dec 2024, Mar 2025",30.93,"Mar 2024, Mar 2025",57.53,15.62,Yes,None
RPTECH,-400.0,"Dec 2024, Mar 2025",23.53,"Mar 2024, Mar 2025",5.2,24.14,No,No harsh condition recovery
RATEGAIN,5.71,"Sep 2024, Dec 2024",23.3,"Mar 2024, TTM",0.72,12.02,Yes,None
KTKBANK,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.67,8.62,No,No harsh condition recovery
STYLAMIND,Not ascending,"Sep 2024, Dec 2024",0.82,"Mar 2024, TTM",Not ascending,9.41,No,No harsh condition recovery
ROSSARI,3.23,"Dec 2024, Mar 2025",6.5,"Mar 2024, Mar 2025",13.06,13.6,No,No harsh condition recovery
JYOTICNC,23.08,"Sep 2024, Dec 2024",99.31,"Mar 2024, TTM",4.41,26.46,Yes,None
NIITMTS,Not ascending,"Dec 2024, Mar 2025",3.74,"Mar 2024, Mar 2025",2.63,6.37,No,No harsh condition recovery
NATCOPHARM,Not ascending,"Sep 2024, Dec 2024",21.55,"Mar 2024, TTM",Not ascending,6.95,No,No harsh condition recovery
NETWORK18,-60.57,"Dec 2024, Mar 2025",-7.99,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,Did not meet improvement criteria
ERIS,13.25,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,44.05,No,No harsh condition recovery
JCHAC,-842.86,"Dec 2024, Mar 2025",-156.9,"Mar 2024, Mar 2025",115.97,43.62,Yes,None
WONDERLA,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
SANDUMA,1571.43,"Sep 2024, Dec 2024",142.95,"Mar 2024, TTM",266.15,88.98,Yes,None
BLS,6.19,"Dec 2024, Mar 2025",60.84,"Mar 2024, Mar 2025",35.09,30.77,No,No harsh condition recovery
SUNTECK,23.33,"Dec 2024, Mar 2025",518.75,"Mar 2024, Mar 2025",27.16,50.97,Yes,None
SAGCEM,-16.95,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",16.67,Not ascending,No,No harsh condition recovery
HMT,-7.69,"Sep 2024, Dec 2024",-2.17,"Mar 2024, TTM",Not ascending,Not ascending,No,Did not meet improvement criteria
CAPACITE,Not ascending,"Sep 2024, Dec 2024",71.11,"Mar 2024, TTM",13.9,17.86,No,No harsh condition recovery
SERVOTECH,Not ascending,"Dec 2024, Mar 2025",210.0,"Mar 2024, Mar 2025",Not ascending,90.93,No,No harsh condition recovery
GNFC,1383.33,"Dec 2024, Mar 2025",242.86,"Mar 2024, Mar 2025",8.21,Not ascending,No,Did not meet improvement criteria
GTLINFRA,N/A,N/A,-7.03,"Mar 2016, Mar 2017",N/A,4.27,No,No harsh condition recovery
ASHAPURMIN,123.81,"Sep 2024, Dec 2024",181.69,"Mar 2024, TTM",43.21,Not ascending,No,Did not meet improvement criteria
HEMIPROP,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",4.35,0.0,No,No harsh condition recovery
SANGHVIMOV,74.07,"Dec 2024, Mar 2025",41.46,"Mar 2023, Mar 2025",28.37,71.49,Yes,None
GODREJPROP,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",118.99,62.15,No,No harsh condition recovery
ESAFSFB,-13.27,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,1.15,No,No harsh condition recovery
GODFRYPHLP,Not ascending,"Dec 2024, Mar 2025",42.04,"Mar 2024, Mar 2025",Not ascending,26.95,No,No harsh condition recovery
PRAJIND,3.7,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.82,Not ascending,No,No harsh condition recovery
BALKRISIND,3.05,"Dec 2024, Mar 2025",9.2,"Mar 2024, Mar 2025",7.5,11.51,No,No harsh condition recovery
JNKINDIA,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,6.67,No,No harsh condition recovery
NRBBEARING,115.56,"Dec 2024, Mar 2025",194.59,"Mar 2024, Mar 2025",18.23,9.6,No,No harsh condition recovery
OLECTRA,0.0,"Sep 2024, Dec 2024",88.14,"Mar 2024, TTM",Not ascending,42.29,No,Did not meet improvement criteria
HLEGLAS,275.0,"Dec 2024, Mar 2025",48.65,"Mar 2024, Mar 2025",44.59,6.2,No,No harsh condition recovery
GALLANTT,Not ascending,"Dec 2024, Mar 2025",76.61,"Mar 2024, Mar 2025",Not ascending,1.56,No,No harsh condition recovery
ADANIPOWER,29.42,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.14,11.62,No,No harsh condition recovery
INDHOTEL,Not ascending,"Dec 2024, Mar 2025",30.81,"Mar 2024, Mar 2025",Not ascending,23.13,No,No harsh condition recovery
FORCEMOT,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",24.72,15.45,No,No harsh condition recovery
CCL,63.33,"Dec 2024, Mar 2025",23.77,"Mar 2024, Mar 2025",10.29,17.03,No,No harsh condition recovery
UEL,N/A,N/A,Not ascending,"Mar 2017, Mar 2018",N/A,Not ascending,No,No harsh condition recovery
BALMLAWRIE,5.66,"Dec 2024, Mar 2025",1.46,"Mar 2024, Mar 2025",Not ascending,8.08,No,No harsh condition recovery
GATEWAY,10.91,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",3.33,Not ascending,No,No harsh condition recovery
CERA,111.76,"Dec 2024, Mar 2025",3.83,"Mar 2024, Mar 2025",28.54,2.5,No,No harsh condition recovery
THEJO,75.0,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",2.26,Not ascending,No,No harsh condition recovery
SIS,Not ascending,"Dec 2024, Mar 2025",83.61,"Mar 2024, Mar 2025",1.93,7.57,No,No harsh condition recovery
INNOVACAP,Not ascending,"Dec 2024, Mar 2025",41.46,"Mar 2024, Mar 2025",Not ascending,15.08,No,No harsh condition recovery
HINDPETRO,19.69,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,0.06,No,No harsh condition recovery
EASEMYTRIP,40.91,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",4.14,3.55,No,No harsh condition recovery
GOCOLORS,N/A,N/A,325.0,"Mar 2017, Mar 2018",N/A,59.66,No,No harsh condition recovery
FSL,3.92,"Dec 2024, Mar 2025",22.59,"Mar 2024, Mar 2025",2.81,25.95,No,No harsh condition recovery
APOLLO,Not ascending,"Dec 2024, Mar 2025",82.76,"Mar 2024, Mar 2025",9.46,51.08,No,No harsh condition recovery
CONFIPET,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,5.71,No,No harsh condition recovery
SEPC,-3.34,"Sep 2024, Dec 2024",-17.39,"Mar 2024, TTM",Not ascending,11.94,No,Did not meet improvement criteria
GENESYS,90.0,"Sep 2024, Dec 2024",176.47,"Mar 2024, TTM",23.61,45.45,Yes,None
JSWSTEEL,96.56,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",8.32,Not ascending,No,No harsh condition recovery
SJS,28.0,"Dec 2024, Mar 2025",44.16,"Mar 2024, Mar 2025",12.29,21.02,No,No harsh condition recovery
YASHO,-258.22,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",22.77,12.46,No,No harsh condition recovery
CHOLAHLDNG,28.06,"Dec 2024, Mar 2025",22.39,"Mar 2024, Mar 2025",4.99,28.24,No,No harsh condition recovery
ELGIEQUIP,Not ascending,"Sep 2024, Dec 2024",4.76,"Mar 2024, TTM",Not ascending,5.13,No,No harsh condition recovery
ADANIPORTS,14.35,"Dec 2024, Mar 2025",32.71,"Mar 2024, Mar 2025",6.58,16.35,No,No harsh condition recovery
TATVA,210.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",25.56,Not ascending,No,No harsh condition recovery
HEIDELBERG,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",17.64,Not ascending,No,No harsh condition recovery
SFL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,15.33,No,No harsh condition recovery
GSFC,Not ascending,"Dec 2024, Mar 2025",48.04,"Mar 2024, Mar 2025",Not ascending,4.14,No,No harsh condition recovery
REFEX,28.0,"Dec 2024, Mar 2025",44.0,"Mar 2024, Mar 2025",Not ascending,78.45,No,No harsh condition recovery
GHCL,Not ascending,"Dec 2024, Mar 2025",2.29,"Mar 2024, Mar 2025",0.26,Not ascending,No,No harsh condition recovery
IDBI,7.16,"Dec 2024, Mar 2025",31.68,"Mar 2024, Mar 2025",Not ascending,9.34,No,No harsh condition recovery
ZYDUSLIFE,42.72,"Dec 2024, Mar 2025",25.63,"Mar 2024, Mar 2025",23.89,18.9,No,No harsh condition recovery
TARC,-54.41,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",125.0,Not ascending,No,No harsh condition recovery
HAPPSTMNDS,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.64,26.83,No,No harsh condition recovery
DCXINDIA,-46.67,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",2.04,Not ascending,No,No harsh condition recovery
BANCOINDIA,419.23,"Dec 2024, Mar 2025",46.03,"Mar 2024, Mar 2025",36.93,16.08,No,No harsh condition recovery
BBL,15.62,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",20.43,1.6,No,No harsh condition recovery
ORISSAMINE,Not ascending,"Sep 2024, Dec 2024",-85.6,"Mar 2024, TTM",Not ascending,11.64,No,No harsh condition recovery
CRISIL,Not ascending,"Dec 2024, Mar 2025",2.02,"Dec 2024, TTM",Not ascending,2.3,No,No harsh condition recovery
SKFINDIA,206.45,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,7.66,No,No harsh condition recovery
RPOWER,-114.34,"Dec 2024, Mar 2025",-62.72,"Mar 2024, Mar 2025",6.75,Not ascending,No,Did not meet improvement criteria
SWARAJENG,42.86,"Dec 2024, Mar 2025",20.97,"Mar 2024, Mar 2025",31.21,18.53,No,No harsh condition recovery
GRASIM,84.02,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",25.13,13.36,No,No harsh condition recovery
EIEL,18.52,"Sep 2024, Dec 2024",90.2,"Mar 2023, Mar 2024",15.96,115.68,No,No harsh condition recovery
LALPATHLAB,78.08,"Dec 2024, Mar 2025",36.18,"Mar 2024, Mar 2025",1.01,10.51,No,No harsh condition recovery
LAURUSLABS,107.14,"Dec 2024, Mar 2025",105.07,"Mar 2024, Mar 2025",21.55,10.18,No,No harsh condition recovery
JBMA,44.74,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",17.91,9.24,No,No harsh condition recovery
FINEORG,22.41,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",17.41,6.88,No,No harsh condition recovery
PATANJALI,Not ascending,"Dec 2024, Mar 2025",-673.04,"Mar 2019, Mar 2025",6.27,168.34,No,No harsh condition recovery
GODIGIT,Not ascending,"Dec 2024, Mar 2025",-134.97,"Mar 2024, Mar 2025",6.53,15.02,No,No harsh condition recovery
NETWEB,46.43,"Dec 2024, Mar 2025",64.06,"Mar 2024, Mar 2025",24.25,58.7,No,No harsh condition recovery
STARCEMENT,1866.67,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",46.31,8.66,No,No harsh condition recovery
ZEEL,Not ascending,"Dec 2024, Mar 2025",91.07,"Mar 2024, Mar 2025",10.36,Not ascending,No,No harsh condition recovery
THYROCARE,13.33,"Dec 2024, Mar 2025",26.67,"Mar 2024, Mar 2025",12.65,20.1,No,No harsh condition recovery
EMSLIMITED,0.0,"Sep 2024, Dec 2024",29.2,"Mar 2024, TTM",5.15,17.28,No,No harsh condition recovery
HINDWAREAP,-40.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",17.68,Not ascending,No,No harsh condition recovery
PURVA,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,9.47,No,No harsh condition recovery
MUKANDLTD,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
LTIM,0.34,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",1.15,7.01,No,No harsh condition recovery
JINDALSTEL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",12.19,Not ascending,No,No harsh condition recovery
WOCKPHARMA,-148.0,"Sep 2024, Dec 2024",-49.69,"Mar 2024, TTM",Not ascending,6.11,No,Did not meet improvement criteria
LAOPALA,44.44,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",0.0,Not ascending,No,No harsh condition recovery
SAMMAANCAP,7.28,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.46,0.51,No,No harsh condition recovery
NORTHARC,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.69,23.85,No,No harsh condition recovery
KRN,22.22,"Dec 2024, Mar 2025",Need 2 years,N/A,18.92,Need 2 years,No,No harsh condition recovery
SBGLP,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",41.96,Not ascending,No,No harsh condition recovery
SATIN,57.14,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,16.16,No,No harsh condition recovery
IRB,Not ascending,"Dec 2024, Mar 2025",-238.5,"Mar 2024, Mar 2025",6.12,2.75,No,No harsh condition recovery
POLYCAB,56.26,"Dec 2024, Mar 2025",16.18,"Mar 2024, Mar 2025",33.68,24.22,No,No harsh condition recovery
ANANTRAJ,7.92,"Dec 2024, Mar 2025",64.96,"Mar 2024, Mar 2025",1.12,38.91,No,No harsh condition recovery
PTCIL,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,0.78,No,No harsh condition recovery
DOMS,Not ascending,"Dec 2024, Mar 2025",27.33,"Mar 2024, Mar 2025",1.6,24.46,No,No harsh condition recovery
JAMNAAUTO,10.26,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",9.55,Not ascending,No,No harsh condition recovery
FEDERALBNK,17.77,"Dec 2024, Mar 2025",6.81,"Mar 2024, Mar 2025",Not ascending,19.27,No,No harsh condition recovery
ENDURANCE,22.22,"Dec 2024, Mar 2025",19.02,"Mar 2024, Mar 2025",3.64,12.89,No,No harsh condition recovery
BEML,1394.74,"Dec 2024, Mar 2025",12.08,"Mar 2024, Mar 2025",88.7,Not ascending,No,Did not meet improvement criteria
JUBLPHARMA,27.93,"Dec 2024, Mar 2025",181.88,"Mar 2024, Mar 2025",5.87,7.92,Yes,None
JUBLINDS,177.78,"Mar 2024, Jun 2024",8.2,"Mar 2024, TTM",19.33,1.53,Yes,None
SURAKSHA,Not ascending,"Sep 2024, Dec 2024",340.0,"Mar 2023, Mar 2024",Not ascending,15.26,No,No harsh condition recovery
HCC,-111.46,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",36.44,Not ascending,No,No harsh condition recovery
MEDPLUS,22.22,"Sep 2024, Dec 2024",242.31,"Mar 2024, TTM",Not ascending,8.75,No,Did not meet improvement criteria
ASHIANA,-169.23,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",141.82,Not ascending,No,No harsh condition recovery
GANESHHOUC,1.95,"Dec 2024, Mar 2025",23.96,"Mar 2024, Mar 2025",Not ascending,7.74,No,Did not meet improvement criteria
JKIL,11.83,"Dec 2024, Mar 2025",18.15,"Mar 2024, Mar 2025",9.82,16.68,No,No harsh condition recovery
RBA,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,4.68,No,No harsh condition recovery
EDELWEISS,375.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",20.16,Not ascending,No,No harsh condition recovery
FIEMIND,Not ascending,"Sep 2024, Dec 2024",18.67,"Mar 2024, TTM",Not ascending,15.38,No,No harsh condition recovery
UTIAMC,Not ascending,"Dec 2024, Mar 2025",1.01,"Mar 2024, Mar 2025",Not ascending,6.56,No,No harsh condition recovery
NILKAMAL,93.75,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.68,3.66,No,No harsh condition recovery
VMM,Not ascending,"Dec 2024, Mar 2025",33.26,"Mar 2024, Mar 2025",Not ascending,20.24,No,No harsh condition recovery
GABRIEL,15.69,"Dec 2024, Mar 2025",Need 2 years,N/A,5.51,Need 2 years,No,No harsh condition recovery
AMIORG,32.56,"Dec 2024, Mar 2025",93.24,"Mar 2024, Mar 2025",12.0,40.45,No,No harsh condition recovery
JYOTISTRUC,100.0,"Sep 2024, Dec 2024",94.12,"Mar 2024, TTM",28.04,2.44,Yes,None
SHARDACROP,496.67,"Dec 2024, Mar 2025",-971.43,"Mar 2024, Mar 2025",96.88,36.58,No,No harsh condition recovery
LATENTVIEW,7.14,"Dec 2024, Mar 2025",22.35,"Mar 2024, Mar 2025",1.75,32.29,No,No harsh condition recovery
LUMAXIND,114.29,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",8.7,21.81,No,No harsh condition recovery
SAGILITY,0.0,"Dec 2024, Mar 2025",141.5,"Mar 2024, Mar 2025",7.91,17.16,No,No harsh condition recovery
SHYAMMETL,13.7,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.29,14.73,No,No harsh condition recovery
VSTTILLERS,150.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",37.44,2.79,No,No harsh condition recovery
HAPPYFORGE,0.0,"Dec 2024, Mar 2025",0.0,"Mar 2024, Mar 2025",Not ascending,3.76,No,No harsh condition recovery
TIINDIA,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",7.02,15.25,No,No harsh condition recovery
ALKYLAMINE,9.52,"Dec 2019, Mar 2020",118.75,"Mar 2019, Mar 2020",Not ascending,17.38,No,No harsh condition recovery
SAFARI,33.33,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,14.32,No,No harsh condition recovery
JPPOWER,1081.82,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",17.63,Not ascending,No,No harsh condition recovery
ABFRL,Not ascending,"Dec 2024, Mar 2025",-0.1,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
MSUMI,17.27,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",9.13,11.91,No,No harsh condition recovery
TATASTEEL,587.58,"Dec 2024, Mar 2025",109.77,"Mar 2024, Mar 2025",4.79,Not ascending,No,Did not meet improvement criteria
RELINFRA,Not ascending,"Dec 2024, Mar 2025",-156.42,"Mar 2024, Mar 2025",Not ascending,3.45,No,No harsh condition recovery
BORORENEW,-6.67,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",3.6,8.19,No,No harsh condition recovery
ANUP,6.9,"Dec 2024, Mar 2025",126.0,"Mar 2023, Mar 2025",29.07,78.35,No,No harsh condition recovery
CRAFTSMAN,278.95,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.98,27.81,No,No harsh condition recovery
PNB,4.16,"Dec 2024, Mar 2025",102.61,"Mar 2024, Mar 2025",1.97,13.7,Yes,None
ORIANA,Not ascending,"Mar 2024, Sep 2024",80.39,"Mar 2024, TTM",12.85,77.02,No,No harsh condition recovery
ATGL,5.22,"Dec 2024, Mar 2025",0.33,"Mar 2024, Mar 2025",3.63,11.73,No,No harsh condition recovery
NAVNETEDUL,-491.67,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",53.9,2.17,No,No harsh condition recovery
IRFC,3.26,"Dec 2024, Mar 2025",1.5,"Mar 2024, Mar 2025",Not ascending,1.91,No,No harsh condition recovery
INGERRAND,37.04,"Sep 2024, Dec 2024",22.05,"Mar 2024, TTM",19.57,9.47,No,No harsh condition recovery
BDL,70.27,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",52.66,2.24,No,No harsh condition recovery
MRF,83.87,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",1.06,11.86,No,No harsh condition recovery
FUSION,-77.05,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,0.13,No,No harsh condition recovery
ALPEXSOLAR,54.55,"Dec 2024, Mar 2025",280.95,"Mar 2024, Mar 2025",73.94,88.86,No,No harsh condition recovery
SONATSOFTW,15.48,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,17.93,No,No harsh condition recovery
FINOPB,4.35,"Dec 2024, Mar 2025",8.14,"Mar 2024, Mar 2025",8.16,30.0,No,No harsh condition recovery
WELSPUNLIV,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,8.21,No,No harsh condition recovery
LINDEINDIA,11.7,"Dec 2024, Mar 2025",8.88,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
VBL,365.56,"Dec 2024, Mar 2025",3.52,"Dec 2024, TTM",50.91,6.24,No,No harsh condition recovery
FIVESTAR,N/A,N/A,196.23,"Mar 2018, Mar 2019",N/A,Need 2 years,No,No harsh condition recovery
V2RETAIL,-1100.0,"Sep 2024, Dec 2024",200.0,"Mar 2024, TTM",55.53,44.38,Yes,None
KDDL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,18.48,No,No harsh condition recovery
VEEDOL,15.38,"Sep 2024, Dec 2024",0.93,"Mar 2024, TTM",1.26,Not ascending,No,No harsh condition recovery
PATELENG,38.89,"Dec 2024, Mar 2025",83.46,"Mar 2024, Mar 2025",33.67,12.08,Yes,None
TORNTPOWER,203.79,"Dec 2024, Mar 2025",61.86,"Mar 2024, Mar 2025",Not ascending,7.29,No,No harsh condition recovery
SBFC,6.82,"Dec 2024, Mar 2025",45.57,"Mar 2024, Mar 2025",8.08,28.16,No,No harsh condition recovery
DMART,Not ascending,"Dec 2024, Mar 2025",8.03,"Mar 2024, Mar 2025",Not ascending,16.87,No,No harsh condition recovery
AMRUTANJAN,N/A,N/A,45.45,"Mar 2015, Mar 2016",N/A,12.03,No,No harsh condition recovery
DRREDDY,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",1.75,16.54,No,No harsh condition recovery
CMSINFO,3.7,"Dec 2024, Mar 2025",2.56,"Mar 2024, Mar 2025",6.54,7.06,No,No harsh condition recovery
MARINE,Not ascending,"Sep 2024, Dec 2024",26.32,"Mar 2024, TTM",5.27,21.06,No,No harsh condition recovery
JSFB,10.81,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",1.87,17.37,No,No harsh condition recovery
ITDC,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,0.75,No,No harsh condition recovery
DISHTV,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
